bv_id,title,message,time,like,uid,name,sex,level,vip
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,酸菜坑我也踩过，酸菜不就是这样制作的吗[doge][doge][doge][doge],2022-04-01 18:37:11,1,587865015,封堵出羊,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,以前我记得B站都是这种视频来的。。。怎么就这几年没做这种的就不懂了吗。,2022-03-24 19:07:39,10,87702187,QingGeSir,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,很抱歉打断你[脱单doge] 如果可以的话 请你点进去看看这位父亲[难过] @15花开 关注一下河南南阳二中的校园恶劣事件 也许你的这一眼 就会让真相大白[爱心] 拜托[保佑] 谢谢谢谢 谢谢,2022-03-23 20:13:43,14,496278343,SEH215,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,这年头，b站的人连反串都看不懂了吗？,2022-03-24 19:00:13,12,295296302,看见我的ID请催我写作业,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,评论里有的人是不看视频还是看不懂视频？,2022-03-24 07:56:47,14,516851919,格格不入的伪文青,保密,4,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,热度蹭的不错,2022-03-23 15:15:52,7,43788765,醉饮酒空,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,你觉得你很幽默吗？,2022-03-24 14:36:37,8,373971224,we_need_Chauvin,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,bug了吗 评论热度排名有问题,2022-03-24 19:00:32,9,17215927,凌落_飘了,保密,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,用寡姐的洗澡水给我泡老坛酸菜，我还能吃到像从前那么开心[藏狐],2022-04-09 13:28:30,1,1735108227,焯了个焯的,保密,2,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,继awl之后，B站评论机制又改了吗，热门评论都是些啥啊😰,2022-03-24 16:18:22,9,25636819,变成屁帘守护嘉然小姐,保密,6,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,毒龙是啥,2022-04-09 14:23:37,1,626874829,轻舟不负重愁,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,网络男神[doge],2022-04-04 16:34:20,1,1864559218,high到你家门口,保密,2,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,愚人节又来了，各位小会员们[锦鲤][doge][妙啊][OK][微笑][星星眼][吃瓜][滑稽][呲牙][打call][歪嘴],2022-04-01 06:38:22,1,440673131,改名要六个硬币的,保密,5,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,为什么有这么多瞎扯的视频，让大家把错误当成习以为常，慢慢的大家就见怪不怪，这是你们的目的吗？就像我们现在习惯了地沟油一样,2022-03-24 13:48:56,6,487091234,胜利森李,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,没活可以不整,2022-03-24 13:48:57,6,316966124,哲心酱,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,他有社交牛逼症,2022-04-03 17:45:26,1,1425228365,wjBy550,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,大家不用投币了，我已经投币了。这个视频算我请了[doge],2022-03-30 19:43:26,1,511839084,冷夜魔头,保密,2,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,你觉得你很幽默吗？朴实的农民们只是拿工资做事儿，值得你这样调侃吗？蹭热点就是这样蹭的？,2022-03-24 19:00:41,10,112452412,哦JRE,男,4,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,没感觉多幽默,2022-03-24 12:37:00,6,1685422214,考上就结婚,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,为啥这播放量和评论区点赞数对不上？还有一堆人看不出是反讽整活，是我老了？[疑惑][疑惑],2022-03-26 12:06:47,3,399582051,部洛特亨德尔,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,多年不见张全蛋啦,2022-04-09 14:47:01,1,645684193,一把破guitar,保密,2,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,俺是村里来的，想问一下，按摩店里的毒龙是什么项目呢[脱单doge],2022-04-09 12:30:08,1,356182040,桥本菜不菜,保密,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,很多人要失业了,2022-03-30 07:28:32,1,486954665,熟练度麦秆画,男,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,自从微博显示发帖地址以后，虫子们开始涌向B站了[辣眼睛][辣眼睛][妙啊],2022-03-25 08:49:45,7,431917838,殛噐十八阴,保密,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,干净一点就不能活吗。。。。都是给自己找理由,2022-03-25 00:25:25,5,384690449,用户叽叽叽,男,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,你别在这自欺欺人了，群众的眼睛是雪亮的。你们统一就是黑心厂家。,2022-03-24 19:52:08,3,389568275,中国文化的传承,保密,3,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,活该捏。,2022-03-24 11:46:32,3,36704560,五河士道゙,保密,6,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,前排那几个评论是什么鬼[疑惑],2022-03-24 08:52:33,10,103886521,优萌矇,保密,5,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,删评论了？[冰墩墩],2022-03-24 08:33:24,7,143504338,应该是小韩,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,为什么内有高赞评论？,2022-03-24 03:36:34,8,87631042,一个值六个硬币的名字,男,6,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,人血馒头好吃吗？,2022-03-23 21:30:41,9,260324856,多多是超级青铜5呀,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,不是吧，还真有人要收藏这东西有什么好收藏的？那些倒闭的老国货怎么不看你去收藏呢？要收藏这个东西,2022-03-23 13:07:20,7,1259141224,bili_1259141224,女,3,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,。。。。。。,2022-03-22 13:59:55,5,282512439,临渊_听涛,男,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,你在宣传什么,2022-03-25 01:09:03,3,409281498,爱飞才会跑,男,4,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,"[2020拜年祭_哈气]希望公家的流程[2022拜年纪_无情吃瓜]不是坐公车到老板室收了刀乐就盖红章了[蛆音娘_吃瓜群众]毕竟打不动的老虎比如儿童拐卖都知道要挑好的[蛆音娘_卖萌]
#搞笑# #沙雕# #吐槽# #娱乐# #老坛酸菜# #食品安全# #315晚会#",2022-04-09 16:29:20,1,97068576,梦逍遥づ,保密,6,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,这也能蹭？,2022-03-22 18:07:32,7,279913111,阿粥AZho,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,这评论怎么了,2022-03-24 17:23:56,6,12616058,凨止,保密,6,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,现在开始恰爱国饭了是吧？,2022-03-22 13:52:24,21,22513830,翡冷翠pp,保密,6,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,就嗯蹭,2022-03-22 23:48:19,8,12499008,老卑鄙123,男,6,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,人生第一桶泡面老坛在一年级，不知道怎么了后面进诊所了,2022-04-09 21:07:32,1,692534776,就这样FD,保密,2,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,亲脚腌制的酸菜[微笑],2022-04-09 19:21:49,1,623568537,起名可真难-_-,男,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,要不是看到这up是谁，我差点就当真了,2022-04-03 18:44:52,1,594843,不道东南却向西,女,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,谁能告诉我为什么评论被删了[疑惑],2022-03-24 23:59:56,6,444175362,甘木田力子,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,求求宁可别蹭热度了，蹭热度你这块也太明白了[OK][藏狐][辣眼睛]拉黑举报了拜拜,2022-03-23 13:28:21,7,526595387,黑大蟀_,男,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,@我叫孙火旺 这丫挺会抄袭啊,2022-03-22 22:22:47,9,20763314,如果你也听说ili,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,脚趾甲不用泡都有味,2022-04-04 16:02:35,1,1333934925,洛木晨曦,男,2,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,不是在富土康干活吗,2022-03-30 21:10:00,1,172783130,月色无心,保密,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,说真的。酸菜行业真的穷，利润低，@315 请你去检查牛乳行业，例如某牛。估计比酸菜刺激,2022-03-30 20:26:11,1,1091486748,san_shao,保密,2,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,怪不得酸菜叫“酸”菜[doge][doge][doge],2022-03-27 19:15:26,1,1451040017,我没名字2333,男,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,那个老板和员工一群大撒叼，吃进肚子里的都没赔给我们，而且这个男的那么嚣张，赶紧进监狱得了,2022-04-03 20:38:57,1,1162467131,本田小灰灰,保密,2,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,不是很喜欢这种，希望有更多给出解决方法和建议的,2022-03-30 15:10:36,1,1480273094,书山小匠,男,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,脚踩酸菜就差没吃到脚皮了[滑稽][滑稽],2022-03-29 18:10:47,1,535072667,梦寐年华,保密,3,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,全蛋，你老了好多,2022-04-01 13:22:12,1,101955517,吃饭1028,保密,3,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,[doge]请问国足是不是这里面找到,2022-03-30 22:17:00,1,244430987,泷叶と帆菜,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,张全蛋  呀  张全蛋,2022-03-30 17:13:47,1,550643682,孤星独吟2021,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,哈哈哈,2022-03-27 19:18:57,1,2084867884,老虎屁股经常摸,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,不是广西话，没有灵魂了[脸红],2022-04-03 23:08:11,1,442166269,具有中国特色的特色,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,骂企业可以 骂工人是真没必要 你没体验过底层的生活你根本没资格嘲讽他们 他们也只是为了生存 肩负食品安全这样的重任只靠他们是根本不可能的,2022-04-05 16:43:35,1,1965979365,없어요z,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,葡萄酒也是这样做出来的，你们敢喝酒不敢吃酸菜是吧？,2022-04-05 16:08:20,1,1301666399,亿只小蓝,女,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,重点难道是脚吗，不是因为不洗吗,2022-04-04 19:58:29,1,401412358,宝可巨人,保密,4,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,张全蛋也人到中年了呀,2022-04-03 22:22:04,1,12508090,cjt200685abc,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,先不管酸不酸菜，后面树是不是在上吊[热词系列_秀],2022-04-02 16:04:35,1,633437909,告白的雨夜,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,十年前就看过张全蛋整活了,2022-03-28 17:05:51,1,26213895,海绵宝宝托尔,保密,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,说实话，小时候家里腌酸菜都是脚踩的，不过没有烟灰,2022-03-27 18:52:01,1,445379678,白乌鸦2019,男,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,jio jio的奇妙冒险哈哈哈哈哈哈，拉稀特乐 给你整活了[辣眼睛],2022-03-30 20:45:42,1,296939476,basinlz,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,这么玩梗并没觉得好笑,2022-03-27 10:39:54,1,429591392,子游9527,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,BGM：星晴,2022-04-08 23:17:58,1,522542695,白兰-Lancelot,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,虽然妹以前内味了，但是好活,2022-04-04 08:59:57,1,401630595,emmm白勺沉默寡言,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,凑个6500没人发现吧,2022-03-29 07:15:17,1,1874660918,yyds个屁,男,3,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,疯狂联动,2022-03-27 07:58:32,1,78158132,但凡多点交流,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,确实是凉心企业，让我寒心（我上学的时候天天在宿舍里吃康师傅的老坛酸菜牛肉面，有的时候一个宿舍4个人一个叉子大家一起分，就连汤都不放过）爷青结!,2022-04-08 15:09:50,1,702323432,初醒冷漠,男,4,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,@Afyuuu,2022-04-04 12:03:25,1,324506869,明天地球不转,男,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,足发酵[doge],2022-03-28 23:32:30,1,625289946,不过啥东西,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,某手上有个人盗视频，还说这是新闻[辣眼睛],2022-03-27 09:15:14,1,691463970,二中女王李伟,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,没有几句散装英语没内味,2022-03-29 08:11:50,1,8378892,我快要编不下去了,男,6,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,：老坛菜，🌿🦶,2022-03-22 11:03:49,8,51545360,赵狗爬爬,男,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,西方葡萄酒也是 和茅台酒也是光脚踩的！为啥没有人吐槽。卖的还特别贵。,2022-04-05 11:21:11,1,1283882536,p清风-水波,保密,2,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,茅台都是用脚踩曲，而酸菜为什么不能用脚踩[星宫汐_泪目][星宫汐_泪目][星宫汐_泪目][星宫汐_泪目][星宫汐_塔塔开][星宫汐_塔塔开],2022-03-28 02:13:36,1,300968766,遗忘宠爱,女,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,哈哈哈哈，富士康呢[doge],2022-04-08 11:37:55,1,497025,骨头酱汁,保密,6,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,我想助跑…旋转…一jio飞踢过去~[歪嘴],2022-03-28 18:09:25,1,349183076,一凛,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,简单的说，活该,2022-03-31 21:42:32,1,631127531,星星也流泪呀,保密,2,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,哈哈哈，这是新喜剧之王那个男的吗,2022-03-28 07:55:49,1,63886851,Silenceン,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,国足可以去做酸菜,2022-03-28 02:36:25,1,524096631,这个能不能吃,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,烟头是吧,2022-03-24 11:48:19,1,501726657,非正常无心,男,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,可以去国足，腌入味的法伤是不分敌友的，这样场上就是你一个人的球赛了,2022-03-27 18:18:38,1,478007273,蜉游世界,男,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,我是酸菜，我是在现场，我表示这是真的。[doge]👅[水稻]🚷🙌🍯[吐]👢😋💫💀,2022-04-07 15:16:44,1,321863522,无限排行战力,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,张金蛋我爱你[给心心][给心心][给心心],2022-03-28 23:26:24,1,26786450,治愈厌食症,男,6,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,https://b23.tv/4AJLso6,2022-03-28 00:23:27,1,268551285,薇尔莉特EXCPO,女,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,最惨的是种菜的，一年白种了，没人信，没人吃，没人要。种在地里的新鲜菜就废了，假如和疫区做个买卖也好啊。,2022-04-08 00:41:04,1,647302127,5迦,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,@-梦初醒处- @九三的耳朵特别不好,2022-03-29 12:46:30,1,454247840,根号下根号,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,"尝尝我亲脚腌制的酸菜
摄影师惊恐脸：我约了索马里去开罗哒！！！！！",2022-03-27 14:56:44,1,177807596,Joker并不是小丑,保密,5,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,@Meet-N1,2022-04-05 23:00:33,1,367404709,LTHE_4U,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,这位哥们怎么长的有些象前中国男足队长范志毅[笑哭],2022-03-31 07:05:07,1,1738809121,老街老顽童,男,2,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,大家都以为这是真的？看来是up演太好了[OK]整活到位哈哈哈,2022-03-26 21:16:42,1,1581831818,南萍LY,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,整的好啊！！！,2022-03-26 03:08:09,1,374435484,fllz零九,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,神TMJoJo的奇妙冒险,2022-04-07 15:14:54,1,265237723,あガキグサぉ,男,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,@袁华家的三截叉,2022-03-28 00:51:45,1,648929507,晨子余,保密,4,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,"怪老板吧。至少看起来专业点。
穿个汗衫，赤脚。至少穿个工作服啊。
脚上穿个胶鞋啊
这种操作换谁都看不过去。",2022-03-28 21:43:25,1,86290932,bili_86290932,保密,4,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,[扶桑大红花_网抑云],2022-04-06 23:59:46,1,227649800,青草莓味奶茶,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,今天去超市，所有酸菜牛肉面都下架了，一个紫色的包装都看不见……,2022-03-26 23:04:08,1,1470870,River Wind,男,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,今天去超市，所有酸菜牛肉面都下架了，一个紫色的包装都看不见……,2022-03-26 23:04:08,1,1470870,River Wind,男,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,评论怎么没有高赞的,2022-03-24 12:24:10,3,423200856,一坨沈梦溪,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,哈哈哈哈哈哈哈,2022-03-26 18:04:02,1,509609988,初桜ミク,男,4,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,全蛋出的有点晚啊,2022-03-26 10:12:07,1,24681812,白予安,保密,6,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,《“土坑酸菜”事件下受伤的不止消费者，还有当地13万人的生计》https://xw.qq.com/amphtml/20220325A05BWK00,2022-03-26 01:08:48,1,4412308,泠风Official,保密,6,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,家人们不要投币，饿张全蛋，让他出吃土坑酸菜面,2022-03-28 12:33:33,1,612881811,陈木木one,保密,3,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,不过也说真的，这么多年也没听说过吃死人，真就中国饮食吃不死人就算及格了。[偷笑],2022-03-23 14:02:49,1,44785048,远山成烈,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,评论区拉了，什么提问都有，但凡点进up主主页都可以知道他是在整活,2022-03-24 21:33:28,3,349193845,滴哩哒啦下着雪,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,好像范志毅在说国足脚踩酸菜，导致多人中毒,2022-04-06 15:07:59,1,500001171,真主安拉,保密,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,我还以为是真的，想着看看失业人员的苦楚来着[笑哭],2022-03-27 02:44:41,1,503793429,星星特派员,女,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,突然刷到了全蛋，发现上次看到全蛋是在很久很久以的大事件，比以前更成熟了普通话也更标准了，时间飞快蓦然回首早已不是当初那个少年。,2022-03-26 23:00:44,1,333627706,你放开我啊,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,我家就在附近，尝尝我亲jio腌的酸菜[doge][doge][doge][doge],2022-04-07 11:52:51,1,94284575,大鱼半仙,男,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,四川的康师傅酸菜牛肉面还在买[呆],2022-04-06 16:17:46,1,406295506,木什七,男,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,张全蛋都不认识了嘛？是我老了？,2022-03-25 12:37:42,1,40028431,诺曼底小兵,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,最后jojo的奇妙冒险一出，我拱手送上两个币，真是太有毒了,2022-04-07 22:19:55,1,50869302,打一哑谜,保密,5,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,周杰伦被黑的最惨的一次[傲娇][傲娇],2022-03-22 14:29:04,3,103339704,十字路口ォ,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,旧时代人炒新时代冷饭[doge][doge][doge],2022-03-22 14:54:47,2,18131004,灯灯灯花夜,保密,6,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,口音太标准了，没内味了[doge],2022-03-22 14:30:01,2,1755649,桐桐宝007,男,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,丰衣足食 没有足的衣食是不完整的[doge][doge],2022-03-27 22:22:29,1,522071550,来--箱纳豆,女,4,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,酸菜爷自己会做[嗑瓜子][嗑瓜子]，比破方便面强[大笑][大笑][大笑],2022-03-22 15:08:32,2,476560520,反恐精英铁粉玩家,男,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,"现在心疼农户的，你也尝尝地道菜？
维护人民利益是大事，但不事实求是去做，维护了后没有正向引导，消费者也心寒了，那这个产业就完了。",2022-03-28 13:24:06,1,18135067,一首二手玫瑰,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,《不忘初心》,2022-03-26 00:01:29,1,13400927,图图想长头发,保密,6,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,现在的人都不知道暴走大世界了吗[无语],2022-03-25 12:36:05,1,182857506,rewstl,男,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,你上一次发视频还是在上一次,2022-04-06 11:19:36,1,496055899,銀ちゃん_,男,4,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,这个酸菜土坑还真是历史悠久的，我记得好像是00年就上过新闻了的，但是当时主要说的是塑料布底部漏液污染土壤，没说别的。,2022-03-26 06:57:00,1,434074430,广西贵港-瘦血沸腾,男,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,张全蛋居然真的没去过工厂吗？,2022-03-25 23:22:45,1,60980512,小霸王鸡鸡鸡,男,3,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,转行去茅台吧，这脚也别有一番风味。[doge],2022-03-23 16:54:05,1,4486543,金JO,保密,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,"真就足时发酵（用脚发酵）[辣眼睛][大哭]
吃了刚好50包，第一次是2012[大哭]",2022-03-27 02:19:14,1,488191505,AQR-River,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,不瞒各位说。 我吃了30多年 我爸脚踩的酸菜。。我从小就看他用脚踩。有时候光脚踩，有时候穿着水鞋踩 一踩就一大缸 一大缸基本。吃个一年半载。。。,2022-03-25 22:56:39,1,14358074,叶妩姬,女,6,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,@为奕书写浪漫 [doge],2022-03-23 21:52:44,1,1059086898,浪漫都给奕,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,竟然有人不知道全蛋，莫名的心酸，后悬挂断了的时代，一去不复返了。,2022-03-27 03:36:24,1,21790685,如梦人似玉如花_,保密,5,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,"富土坑
富士康",2022-03-25 23:54:43,1,30975942,琉璃三児,男,6,大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,普通话太标准 我不习惯了 哈哈哈哈哈[doge],2022-03-27 15:39:33,1,600351136,鐘爺,保密,3,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,周杰伦被黑的最惨的一次,2022-03-26 14:04:51,1,598745291,Hikitaniyukino,男,4,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,假如让男国足进酸菜厂工作…事半功倍！,2022-03-23 12:10:32,1,34996113,武仁耕田,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,《jiojio的奇妙冒险阅历》，书无店砸[藏狐],2022-04-06 14:50:36,1,387621004,巴蝈与盐,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,天大家都没看过张全蛋的质检视频吗，已经是时泪了吗,2022-03-27 03:36:57,1,7603749,一身的猪腩肉,保密,5,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,[思考]忍住，别打人。。。。,2022-03-25 23:55:25,1,614208765,爱喝白开水的酱油,保密,4,
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,酸豆脚？就是这个味,2022-03-23 13:12:35,1,18565551,qwe2288r,男,6,年度大会员
BV1f34y1t7G4,土坑酸菜被曝光以后，我在承受失业之苦,这个丰衣足食的意思理解错了,2022-03-26 00:08:19,1,1707292660,xz1005女友,保密,4,
